time,veh_id,mode,fuel,co2,stress,cng_tank_kg
168.0,206,diesel,944.535491071994,3002.3727463557075,0.0,11.999162777777778
168.0,207,diesel,919.1508706986259,2921.652096579866,0.0,11.999162777777778
168.0,208,diesel,837.2222222222222,1895.5555555555554,0.2,11.999162777777778
168.0,21,diesel,1912.81834526337,4836.869140850512,0.5670861028766905,11.890700076815941
168.0,22,cng,2244.8633972952753,7038.239522856134,0.33519776471821455,11.87680174523372
168.0,24,cng,0.0,0.0,0.16859264732317109,11.92535750822946
168.0,25,cng,0.0,0.0,0.21338634416701946,11.902263170364874
168.0,26,cng,1494.5231262136383,4685.699175965426,0.27132012331120686,11.902333077870495
168.0,27,cng,1130.9621150189982,3545.813034006816,0.309454275519009,11.902415962743799
168.0,28,cng,3632.1410033212715,11387.828854341582,0.15576641981086553,11.870148946899517
168.0,29,cng,3004.5069933724158,9419.968143020042,0.30771934264658446,11.915924691114506
168.0,3,diesel,596.3888888888889,1895.5555555555554,0.0,11.89293553863511
168.0,30,cng,4685.921197365725,14691.760317676155,0.10279480329059626,11.820842292955637
168.0,31,cng,1965.8369503877202,6163.4027267228785,0.0,11.918031057975565
168.0,32,cng,1021.8215986431853,3203.6454534877853,0.37169525686111543,11.913030937190157
168.0,33,cng,4779.996042460706,14986.708571720596,0.37251807725080915,11.862978673016041
168.0,34,cng,1009.6780223710028,3165.5372201329583,0.36068278585752583,11.85024915301378
168.0,35,cng,541.7834797014284,1698.57201560114,0.33127495428553916,11.915145004706515
168.0,36,cng,1149.5822385090764,3604.219568935323,0.31244528929091403,11.903379718119727
168.0,37,cng,4720.014726935127,14798.626081219263,0.30986164198393346,11.910996324432684
168.0,38,cng,0.0,0.0,0.11335012318956222,11.945618312026959
168.0,39,cng,984.3281865704696,3759.7254206469956,0.500482854926658,11.943943223423092
168.0,4,diesel,2459.9445448729825,7820.011046095027,0.5294670651210456,11.907768652050429
168.0,40,cng,0.0,0.0,0.6915585307195836,11.926964367180485
168.0,41,diesel,1473.7970905602867,4685.0372396035045,0.42181639186019165,11.890823751913674
168.0,42,diesel,0.0,0.0,0.427631429049909,11.900366063057556
168.0,43,diesel,515.2997525459442,1637.9149683018866,0.48537768081513205,11.936154115896894
168.0,44,diesel,1387.5183702211582,4410.6470042476685,0.45715041779822246,11.935784801789769
168.0,45,diesel,0.0,0.0,0.5625267701249428,11.933195610383741
168.0,46,diesel,979.7928117633609,3114.5814634821786,0.4418503089924399,11.926956118548143
168.0,47,diesel,0.0,0.0,0.3632203952311219,11.923719327714212
168.0,48,diesel,1087.988673747224,3458.545068915387,0.37126206755089547,11.926922944136898
168.0,49,diesel,913.848467051902,2904.948962397334,0.33277916910243105,11.906879808349215
168.0,5,diesel,1126.21152186199,3580.039359092359,0.3292448471257418,11.934768355887833
168.0,50,diesel,0.0,0.0,0.3114004304484787,11.929621856979916
168.0,51,diesel,2506.4618129237665,7967.893484614947,0.6302235374341754,11.901162277301099
168.0,52,diesel,859.256994798752,2731.398488008041,0.4759170345570533,11.927564945028292
168.0,53,diesel,933.8799675208757,2968.631351554502,0.5577946024689726,11.93495181900351
168.0,55,diesel,0.0,0.0,0.4439806392042596,11.939225835154163
168.0,56,diesel,440.6956305428389,1400.7289618580974,0.30922388103191195,11.947555674527058
168.0,57,diesel,1716.7269165395633,5457.259295168985,0.0,11.905344142195272
168.0,58,diesel,1691.67876438799,4285.814880581731,0.4614180409305163,11.932277859792398
168.0,59,cng,2571.848729620747,8063.441485451533,0.3364679591557798,11.920256531757493
